Date,Result,Hero,Duration,KDA
14/12/13,Lost,Axe,25:31:00,0/2/0
14/12/13,Won ,Earth Spirit,49:40:00,8/7/31
14/12/13,Won ,Legion Commander,34:45:00,10/2/10
14/12/13,Won ,Puck,41:22:00,3/0/21
14/12/13,Lost,Legion Commander,42:16:00,9/5/14
14/12/13,Lost,Clinkz,37:43:00,9/8/06
14/12/13,Lost,Puck,4:48,0/1/0
14/12/13,Lost,Jakiro,13:52,0/5/0
14/12/13,Lost,Sven,16:38,0/5/0
14/12/13,Lost,Magnus,15:56,0/1/0
14/12/13,Lost,Sven,9:44,0/0/0
14/12/13,Lost,Axe,11:43,0/2/0
14/12/13,Lost,Jakiro,37:23:00,0/2/0
13/12/13,Lost,Crystal Maiden,35:47:00,0/4/0
13/12/13,Lost,Axe,16:19,0/2/0
13/12/13,Lost,Juggernaut,41:50:00,0/13/0
13/12/13,Lost,Io,22:20,0/7/4
12/12/13,Lost,Venomancer,32:30:00,4/12/11
12/12/13,Won ,Earth Spirit,43:47:00,3/5/20
12/12/13,Won ,Earth Spirit,28:47:00,6/6/15
11/12/13,Won ,Ember Spirit,29:39:00,7/1/14
11/12/13,Won ,Earth Spirit,38:48:00,5/7/29
11/12/13,Lost,Lina,54:17:00,4/6/06
11/12/13,Won ,Puck,44:59:00,2/1/21
10/12/13,Won ,Earth Spirit,33:43:00,11/4/17
10/12/13,Lost,Earth Spirit,30:03:00,6/10/10
9/12/13,Lost,Riki,20:27,1/7/02
9/12/13,Won ,Earth Spirit,33:24:00,3/3/17
9/12/13,Lost,Chaos Knight,43:15:00,6/7/08
9/12/13,Lost,Earth Spirit,35:57:00,6/12/15
9/12/13,Won ,Earth Spirit,28:53:00,6/1/24
9/12/13,Won ,Storm Spirit,40:16:00,13/4/11
9/12/13,Lost,Magnus,34:24:00,5/8/06
8/12/13,Won ,Magnus,48:51:00,3/8/18
8/12/13,Won ,Windranger,51:00:00,12/3/17
8/12/13,Won ,Windranger,47:03:00,7/3/17
3/1/16,Won ,Puck,36:02:00,3/1/17
7/12/13,Lost,Outworld Devourer,35:24:00,1/6/07
7/12/13,Won ,Clinkz,45:13:00,25/5/08
5/12/13,Won ,Puck,34:33:00,5/7/17
4/12/13,Won ,Lich,34:13:00,4/4/11
4/12/13,Lost,Puck,32:33:00,5/7/12
4/12/13,Won ,Crystal Maiden,1:00:36,1/7/24
3/12/13,Lost,Batrider,37:00:00,6/7/11
3/12/13,Won ,Lich,47:31:00,10/2/17
3/12/13,Lost,Riki,34:18:00,7/5/03
3/12/13,Won ,Ogre Magi,39:54:00,8/4/09
2/12/13,Won ,Puck,47:23:00,11/5/16
2/12/13,Lost,Windranger,25:31:00,1/6/04
1/12/13,Lost,Windranger,46:50:00,4/4/12
1/12/13,Lost,Puck,39:25:00,6/8/18
1/12/13,Lost,Jakiro,39:35:00,6/10/11
1/12/13,Lost,Windranger,42:28:00,5/5/10
1/12/13,Lost,Clockwerk,57:42:00,4/10/14
30/11/13,Won ,Puck,24:21:00,3/1/08
30/11/13,Lost,Clockwerk,43:07:00,9/8/12
30/11/13,Won ,Ember Spirit,37:51:00,17/5/16
30/11/13,Lost,Windranger,39:56:00,2/6/09
30/11/13,Won ,Ember Spirit,53:18:00,24/7/35
29/11/13,Won ,Puck,32:25:00,7/2/18
29/11/13,Lost,Rubick,39:06:00,4/17/10
29/11/13,Won ,Puck,35:01:00,8/3/20
29/11/13,Won ,Windranger,44:26:00,8/3/12
29/11/13,Won ,Puck,33:19:00,6/6/19
28/11/13,Lost,Windranger,13:05,1/3/02
28/11/13,Lost,Clockwerk,38:24:00,8/6/17
28/11/13,Won ,Windranger,41:49:00,7/3/14
27/11/13,Lost,Windranger,42:00:00,1/8/15
27/11/13,Won ,Crystal Maiden,35:27:00,0/3/12
27/11/13,Lost,Windranger,31:02:00,5/6/07
27/11/13,Won ,Windranger,40:47:00,11/5/26
26/11/13,Lost,Windranger,33:23:00,8/9/08
26/11/13,Lost,Ember Spirit,35:11:00,9/7/09
26/11/13,Lost,Mirana,39:29:00,9/8/05
26/11/13,Won ,Mirana,34:27:00,9/3/23
26/11/13,Won ,Windranger,29:57:00,7/3/10
26/11/13,Lost,Clockwerk,36:42:00,6/10/16
26/11/13,Lost,Puck,55:21:00,4/8/26
26/11/13,Lost,Windranger,27:48:00,4/3/04
26/11/13,Lost,Clockwerk,39:19:00,0/11/8
25/11/13,Lost,Batrider,54:06:00,2/7/18
25/11/13,Won ,Clockwerk,50:40:00,5/7/21
25/11/13,Won ,Ember Spirit,31:58:00,13/3/12
25/11/13,Won ,Clockwerk,50:48:00,7/8/26
25/11/13,Lost,Clockwerk,50:38:00,10/10/19
25/11/13,Won ,Timbersaw,0:30,0/0/0
3/1/16,Won ,Clockwerk,40:11:00,6/10/21
24/11/13,Lost,Timbersaw,37:23:00,8/11/04
24/11/13,Lost,Lone Druid,33:34:00,5/6/11
24/11/13,Lost,Lone Druid,25:44:00,3/9/07
24/11/13,Lost,Venomancer,43:57:00,1/8/09
24/11/13,Lost,Ember Spirit,31:09:00,6/7/06
24/11/13,Won ,Puck,32:23:00,13/0/11
22/11/13,Won ,Clockwerk,34:46:00,9/4/19
22/11/13,Lost,Ember Spirit,41:11:00,3/5/13
22/11/13,Won ,Ember Spirit,40:42:00,7/4/29
22/11/13,Lost,Storm Spirit,29:22:00,6/8/13
22/11/13,Won ,Clockwerk,46:40:00,12/6/26
22/11/13,Won ,Puck,29:20:00,6/5/14
22/11/13,Won ,Clockwerk,25:19:00,5/4/13
22/11/13,Lost,Earth Spirit,52:46:00,4/7/18
22/11/13,Won ,Riki,38:27:00,12/4/09
21/11/13,Won ,Ember Spirit,29:40:00,17/2/24
21/11/13,Won ,Earth Spirit,51:08:00,5/7/25
21/11/13,Lost,Earth Spirit,1:01:21,10/8/25
20/11/13,Lost,Earth Spirit,51:36:00,4/8/18
20/11/13,Won ,Ember Spirit,43:03:00,10/3/24
19/11/13,Won ,Earth Spirit,51:28:00,6/9/23
19/11/13,Lost,Ember Spirit,1:03:46,8/14/18
19/11/13,Lost,Gyrocopter,49:20:00,13/11/22
18/11/13,Won ,Batrider,26:05:00,1/1/06
18/11/13,Lost,Venomancer,1:06:18,2/10/34
18/11/13,Lost,Ember Spirit,43:22:00,12/7/11
18/11/13,Won ,Clockwerk,25:00:00,7/1/14
18/11/13,Won ,Luna,42:49:00,11/9/17
18/11/13,Won ,Ember Spirit,58:28:00,19/8/21
18/11/13,Lost,Ember Spirit,27:29:00,2/10/06
18/11/13,Lost,Tinker,50:24:00,10/7/11
17/11/13,Lost,Clockwerk,31:17:00,5/9/07
17/11/13,Won ,Templar Assassin,39:38:00,11/1/14
17/11/13,Won ,Riki,40:18:00,23/2/09
17/11/13,Lost,Venomancer,41:26:00,2/7/15
17/11/13,Lost,Batrider,59:18:00,4/10/18
17/11/13,Won ,Ember Spirit,32:46:00,22/4/14
17/11/13,Lost,Shadow Shaman,20:57,3/5/03
16/11/13,Lost,Earth Spirit,27:08:00,2/10/08
16/11/13,Won ,Ember Spirit,39:54:00,23/2/18
16/11/13,Won ,Ember Spirit,29:01:00,16/5/16
16/11/13,Lost,Bounty Hunter,30:19:00,8/5/04
16/11/13,Won ,Ember Spirit,34:34:00,21/6/14
16/11/13,Lost,Ember Spirit,41:25:00,14/12/11
16/11/13,Lost,Lone Druid,31:53:00,4/8/05
16/11/13,Won ,Ember Spirit,29:09:00,8/0/10
15/11/13,Won ,Ember Spirit,28:47:00,18/4/13
15/11/13,Lost,Ember Spirit,33:59:00,3/13/9
15/11/13,Lost,Ember Spirit,31:43:00,8/8/12
3/1/16,Won ,Ember Spirit,18:23,16/1/10
15/11/13,Won ,Batrider,47:35:00,8/4/20
13/11/13,Lost,Clockwerk,47:21:00,6/9/11
13/11/13,Lost,Bounty Hunter,8:56,1/1/01
12/11/13,Won ,Puck,47:51:00,3/4/20
12/11/13,Lost,Puck,34:04:00,3/7/10
12/11/13,Lost,Timbersaw,45:10:00,6/6/05
12/11/13,Won ,Crystal Maiden,35:36:00,8/3/13
11/11/13,Lost,Batrider,58:06:00,8/8/20
9/11/13,Lost,Riki,35:59:00,12/7/07
6/11/13,Lost,Batrider,46:05:00,5/11/15
6/11/13,Lost,Timbersaw,28:34:00,2/5/01
6/11/13,Lost,Clockwerk,32:29:00,5/9/09
4/11/13,Won ,Batrider,33:48:00,9/4/17
29/10/13,Won ,Bounty Hunter,48:57:00,11/5/11
25/10/13,Lost,Puck,22:47,4/8/06
24/10/13,Won ,Jakiro,40:37:00,4/3/17
24/10/13,Won ,Timbersaw,1:00:07,9/14/19
23/10/13,Lost,Earthshaker,0:30,0/0/0
23/10/13,Won ,Batrider,33:22:00,9/5/16
22/10/13,Won ,Riki,31:57:00,17/3/10
22/10/13,Lost,Earthshaker,32:03:00,6/11/05
22/10/13,Won ,Batrider,40:55:00,7/2/25
22/10/13,Won ,Riki,58:42:00,24/6/17
21/10/13,Won ,Timbersaw,1:00:30,23/6/20
21/10/13,Won ,Earthshaker,39:54:00,7/6/14
21/10/13,Won ,Elder Titan,53:56:00,10/10/21
20/10/13,Won ,Puck,33:32:00,9/4/21
19/10/13,Lost,Sniper,34:34:00,9/10/05
19/10/13,Won ,Clockwerk,40:48:00,18/6/21
19/10/13,Lost,Clockwerk,33:12:00,3/13/3
18/10/13,Lost,Bounty Hunter,26:23:00,1/7/03
18/10/13,Lost,Batrider,39:25:00,3/12/09
18/10/13,Won ,Enigma,47:06:00,6/3/15
17/10/13,Lost,Rubick,39:12:00,2/11/08
17/10/13,Won ,Clockwerk,40:28:00,11/3/19
17/10/13,Lost,Lifestealer,34:22:00,2/7/08
15/10/13,Lost,Pugna,23:18,2/7/04
15/10/13,Won ,Bounty Hunter,43:21:00,7/2/13
15/10/13,Won ,Naga Siren,48:34:00,1/7/19
15/10/13,Won ,Puck,28:19:00,1/4/18
14/10/13,Won ,Elder Titan,44:58:00,5/5/11
14/10/13,Won ,Batrider,58:46:00,4/4/33
14/10/13,Lost,Elder Titan,50:42:00,5/10/20
14/10/13,Lost,Clockwerk,1:20,0/0/0
13/10/13,Won ,Lich,38:24:00,5/10/20
13/10/13,Won ,Enchantress,41:00:00,8/2/08
13/10/13,Lost,Jakiro,1:05:59,5/12/21
13/10/13,Lost,Bane,41:25:00,2/7/10
13/10/13,Won ,Batrider,46:50:00,11/5/11
3/1/16,Won ,Riki,43:03:00,10/6/17
12/10/13,Lost,Naga Siren,42:14:00,3/7/11
12/10/13,Won ,Tidehunter,41:31:00,5/6/16
12/10/13,Won ,Clockwerk,42:49:00,12/5/26
11/10/13,Lost,Windranger,39:10:00,8/9/10
11/10/13,Won ,Puck,51:02:00,7/6/18
11/10/13,Won ,Puck,51:26:00,17/3/20
10/10/13,Lost,Lich,41:12:00,6/7/08
10/10/13,Lost,Kunkka,29:33:00,4/6/04
10/10/13,Lost,Puck,43:54:00,8/4/11
10/10/13,Won ,Abaddon,28:06:00,4/2/08
10/10/13,Lost,Centaur Warrunner,33:45:00,1/6/15
9/10/13,Lost,Pugna,37:07:00,8/6/03
9/10/13,Won ,Timbersaw,30:11:00,11/1/13
8/10/13,Lost,Lina,25:25:00,1/7/05
8/10/13,Won ,Puck,47:33:00,7/6/15
8/10/13,Won ,Puck,43:06:00,7/5/24
8/10/13,Lost,Clockwerk,43:33:00,5/9/12
8/10/13,Won ,Windranger,6:42,2/1/00
8/10/13,Lost,Puck,36:33:00,3/12/11
8/10/13,Won ,Rubick,41:22:00,4/9/11
7/10/13,Lost,Riki,59:50:00,19/7/14
7/10/13,Won ,Bane,51:39:00,5/6/14
6/10/13,Lost,Zeus,26:15:00,0/4/5
6/10/13,Lost,Kunkka,33:39:00,3/4/07
6/10/13,Lost,Bounty Hunter,58:46:00,14/8/12
6/10/13,Lost,Batrider,35:49:00,4/7/11
6/10/13,Lost,Beastmaster,32:03:00,3/9/14
6/10/13,Lost,Jakiro,45:52:00,6/6/16
6/10/13,Lost,Batrider,45:21:00,7/6/10
6/10/13,Lost,Rubick,51:11:00,5/10/14
6/10/13,Won ,Centaur Warrunner,37:16:00,4/3/14
5/10/13,Won ,Lich,33:28:00,4/6/13
5/10/13,Won ,Batrider,32:18:00,4/1/12
5/10/13,Won ,Batrider,41:34:00,7/1/16
5/10/13,Lost,Sven,38:51:00,3/9/13
4/10/13,Lost,Batrider,29:33:00,6/7/07
4/10/13,Won ,Shadow Demon,26:59:00,2/1/15
4/10/13,Won ,Bounty Hunter,47:59:00,10/4/13
3/10/13,Lost,Spirit Breaker,49:27:00,5/11/09
3/10/13,Won ,Faceless Void,9:54,3/0/3
3/10/13,Won ,Beastmaster,6:03,3/0/1
3/10/13,Lost,Batrider,39:18:00,4/7/06
3/10/13,Lost,Templar Assassin,39:47:00,6/3/05
2/10/13,Won ,Clockwerk,36:37:00,9/5/20
2/10/13,Lost,Kunkka,36:22:00,5/6/05
1/10/13,Won ,Lone Druid,40:54:00,4/4/18
1/10/13,Won ,Crystal Maiden,42:04:00,0/8/12
1/10/13,Lost,Beastmaster,44:28:00,4/11/10
1/10/13,Lost,Lycan,26:07:00,0/5/1
3/1/16,Won ,Batrider,40:31:00,5/5/18
1/10/13,Won ,Batrider,48:30:00,6/5/16
30/9/13,Lost,Rubick,37:45:00,0/9/12
30/9/13,Lost,Clockwerk,44:00:00,9/9/06
30/9/13,Won ,Rubick,56:26:00,4/6/14
30/9/13,Lost,Batrider,36:20:00,5/7/07
30/9/13,Won ,Batrider,51:55:00,7/7/30
30/9/13,Lost,Abaddon,38:27:00,4/6/05
30/9/13,Won ,Batrider,54:00:00,9/7/23
29/9/13,Won ,Batrider,25:52:00,6/1/09
29/9/13,Won ,Batrider,34:47:00,7/3/19
29/9/13,Won ,Batrider,41:38:00,4/7/21
29/9/13,Won ,Batrider,1:38,0/0/0
29/9/13,Won ,Lone Druid,36:11:00,3/2/09
29/9/13,Lost,Batrider,38:49:00,13/3/14
29/9/13,Won ,Batrider,44:56:00,3/4/10
29/9/13,Won ,Batrider,35:32:00,2/1/12
29/9/13,Lost,Batrider,48:39:00,5/2/15
28/9/13,Lost,Earthshaker,44:06:00,1/9/10
28/9/13,Won ,Batrider,0:30,0/0/0
28/9/13,Won ,Batrider,31:43:00,7/2/23
28/9/13,Won ,Batrider,33:44:00,6/7/16
28/9/13,Won ,Batrider,50:00:00,10/7/19
28/9/13,Won ,Batrider,29:49:00,6/2/25
28/9/13,Won ,Batrider,53:33:00,4/4/21
27/9/13,Lost,Batrider,41:26:00,5/6/12
27/9/13,Won ,Clockwerk,49:05:00,10/4/17
27/9/13,Won ,Clockwerk,33:31:00,8/5/11
27/9/13,Lost,Batrider,30:45:00,2/8/08
27/9/13,Won ,Batrider,33:17:00,1/3/15
27/9/13,Lost,Lone Druid,41:09:00,5/9/09
26/9/13,Won ,Lone Druid,44:54:00,8/2/18
26/9/13,Lost,Lone Druid,54:33:00,8/8/11
26/9/13,Won ,Lone Druid,27:03:00,0/2/7
26/9/13,Won ,Lone Druid,27:13:00,7/2/10
26/9/13,Won ,Jakiro,36:23:00,5/7/16
25/9/13,Lost,Clockwerk,31:51:00,6/8/06
25/9/13,Lost,Tinker,42:52:00,9/10/07
25/9/13,Lost,Slardar,29:00:00,0/7/7
25/9/13,Lost,Lone Druid,52:55:00,7/8/12
24/9/13,Lost,Lone Druid,27:37:00,2/8/02
24/9/13,Won ,Clockwerk,30:55:00,8/5/15
24/9/13,Won ,Silencer,49:56:00,2/7/09
23/9/13,Won ,Clockwerk,38:38:00,7/7/18
23/9/13,Lost,Zeus,55:05:00,8/5/15
23/9/13,Won ,Sand King,50:50:00,12/6/14
23/9/13,Lost,Bounty Hunter,45:20:00,8/4/15
23/9/13,Lost,Clockwerk,43:03:00,9/10/13
22/9/13,Won ,Jakiro,53:31:00,3/13/20
22/9/13,Lost,Spirit Breaker,44:28:00,8/8/15
3/1/16,Lost,Shadow Fiend,32:19:00,1/10/05
22/9/13,Won ,Clockwerk,50:20:00,13/7/12
22/9/13,Lost,Kunkka,40:29:00,9/9/05
22/9/13,Won ,Bounty Hunter,41:24:00,6/6/10
22/9/13,Won ,Rubick,27:14:00,5/4/19
21/9/13,Lost,Lifestealer,48:12:00,14/6/06
21/9/13,Lost,Pugna,33:51:00,7/8/11
21/9/13,Lost,Pugna,35:20:00,6/9/08
17/9/13,Won ,Pudge,33:06:00,14/2/23
17/9/13,Won ,Pudge,26:23:00,7/3/04
17/9/13,Won ,Pugna,29:11:00,8/4/13
17/9/13,Lost,Centaur Warrunner,35:56:00,4/7/05
17/9/13,Lost,Centaur Warrunner,49:05:00,2/9/10
17/9/13,Won ,Lone Druid,48:27:00,9/3/21
15/9/13,Lost,Lone Druid,37:29:00,1/9/13
14/9/13,Won ,Lone Druid,4:29,1/1/00
14/9/13,Won ,Crystal Maiden,42:14:00,3/8/15
14/9/13,Lost,Lion,52:49:00,9/6/08
14/9/13,Won ,Bounty Hunter,37:19:00,11/0/8
12/9/13,Lost,Kunkka,38:58:00,2/7/17
12/9/13,Won ,Lone Druid,58:05:00,9/7/26
12/9/13,Lost,Lina,31:05:00,3/11/04
12/9/13,Lost,Clockwerk,25:46:00,4/8/05
12/9/13,Won ,Anti-Mage,34:54:00,14/1/11
11/9/13,Lost,Templar Assassin,46:30:00,12/9/15
11/9/13,Won ,Night Stalker,42:01:00,8/6/12
10/9/13,Won ,Brewmaster,39:52:00,10/6/11
10/9/13,Lost,Abaddon,16:36,0/1/0
10/9/13,Won ,Jakiro,59:15:00,9/4/27
9/9/13,Won ,Spectre,40:12:00,9/4/18
9/9/13,Won ,Jakiro,38:21:00,3/5/20
9/9/13,Won ,Clockwerk,42:13:00,4/8/14
9/9/13,Won ,Clockwerk,51:26:00,11/8/19
8/9/13,Won ,Lone Druid,37:15:00,10/5/09
8/9/13,Won ,Templar Assassin,56:37:00,10/10/14
7/9/13,Won ,Jakiro,53:23:00,10/9/24
7/9/13,Lost,Clockwerk,40:05:00,6/6/13
7/9/13,Lost,Earthshaker,40:21:00,0/13/6
7/9/13,Won ,Lone Druid,28:51:00,10/2/14
7/9/13,Lost,Abaddon,29:59:00,1/6/03
7/9/13,Won ,Dark Seer,36:53:00,5/4/15
6/9/13,Won ,Mirana,47:20:00,7/7/10
6/9/13,Won ,Kunkka,53:37:00,10/4/15
6/9/13,Won ,Shadow Fiend,36:14:00,17/3/13
6/9/13,Won ,Bounty Hunter,50:39:00,7/5/10
5/9/13,Lost,Venomancer,27:20:00,2/12/08
5/9/13,Lost,Kunkka,37:11:00,8/11/07
5/9/13,Won ,Abaddon,30:09:00,5/5/08
5/9/13,Lost,Rubick,29:56:00,2/10/05
5/9/13,Won ,Abaddon,38:00:00,1/6/13
3/1/16,Won ,Jakiro,49:59:00,2/12/22
4/9/13,Won ,Kunkka,38:01:00,8/4/18
4/9/13,Lost,Clockwerk,28:27:00,4/12/09
4/9/13,Lost,Abaddon,38:08:00,2/11/05
4/9/13,Won ,Puck,1:02,0/0/0
4/9/13,Won ,Abaddon,47:14:00,3/4/14
4/9/13,Won ,Abaddon,35:24:00,6/5/12
4/9/13,Won ,Abaddon,38:41:00,2/3/23
3/9/13,Lost,Abaddon,42:05:00,4/5/07
3/9/13,Won ,Clockwerk,30:30:00,17/2/15
3/9/13,Lost,Abaddon,45:30:00,5/7/11
3/9/13,Lost,Shadow Fiend,24:21:00,10/6/02
3/9/13,Won ,Jakiro,43:13:00,11/6/18
3/9/13,Lost,Lina,34:10:00,7/7/07
3/9/13,Won ,Clockwerk,29:37:00,2/6/12
3/9/13,Won ,Clockwerk,48:11:00,9/5/23
2/9/13,Lost,Lone Druid,1:01:01,9/7/14
2/9/13,Won ,Bounty Hunter,35:28:00,4/7/09
2/9/13,Won ,Nyx Assassin,29:50:00,3/5/16
2/9/13,Won ,Kunkka,41:57:00,16/1/15
1/9/13,Lost,Rubick,30:17:00,6/6/11
1/9/13,Won ,Clockwerk,43:59:00,9/7/21
1/9/13,Lost,Bounty Hunter,42:48:00,12/8/05
1/9/13,Won ,Rubick,48:35:00,7/8/22
1/9/13,Won ,Lina,36:09:00,4/7/14
1/9/13,Won ,Pugna,25:41:00,11/3/17
31/8/13,Lost,Gyrocopter,44:22:00,7/11/08
31/8/13,Lost,Windranger,44:28:00,8/5/10
31/8/13,Won ,Clockwerk,36:37:00,18/1/14
31/8/13,Won ,Shadow Demon,42:09:00,5/7/12
31/8/13,Lost,Clockwerk,31:48:00,4/9/13
31/8/13,Won ,Jakiro,46:48:00,6/6/18
31/8/13,Lost,Bounty Hunter,30:21:00,3/7/08
31/8/13,Lost,Alchemist,38:12:00,5/8/04
31/8/13,Won ,Clockwerk,32:30:00,7/4/14
31/8/13,Lost,Naga Siren,33:30:00,1/7/07
30/8/13,Won ,Jakiro,33:55:00,1/7/09
30/8/13,Lost,Bounty Hunter,51:14:00,17/5/08
26/8/13,Lost,Pugna,51:13:00,7/8/12
26/8/13,Lost,Beastmaster,39:43:00,4/7/12
26/8/13,Lost,Lifestealer,33:27:00,1/6/03
25/8/13,Lost,Ancient Apparition,47:55:00,4/9/05
25/8/13,Won ,Bounty Hunter,54:45:00,10/9/09
25/8/13,Lost,Anti-Mage,42:15:00,9/5/06
25/8/13,Won ,Clockwerk,54:12:00,17/6/26
24/8/13,Won ,Lone Druid,34:13:00,4/4/16
24/8/13,Won ,Invoker,23:40,2/1/05
24/8/13,Won ,Bounty Hunter,32:10:00,13/3/09
24/8/13,Won ,Bounty Hunter,35:37:00,14/6/12
24/8/13,Won ,Pugna,46:53:00,14/9/16
3/1/16,Won ,Pugna,34:28:00,7/5/17
24/8/13,Won ,Bounty Hunter,38:57:00,9/5/22
23/8/13,Won ,Ancient Apparition,44:14:00,6/9/10
23/8/13,Won ,Ancient Apparition,3:26,1/2/01
23/8/13,Won ,Bounty Hunter,40:17:00,25/7/13
23/8/13,Won ,Rubick,33:54:00,7/5/17
22/8/13,Lost,Rubick,48:19:00,6/12/05
22/8/13,Won ,Magnus,40:46:00,3/6/19
22/8/13,Lost,Bounty Hunter,37:44:00,10/7/06
22/8/13,Lost,Templar Assassin,8:32,2/3/00
22/8/13,Lost,Beastmaster,42:07:00,7/7/13
22/8/13,Won ,Bounty Hunter,38:24:00,9/8/13
20/8/13,Lost,Disruptor,47:08:00,2/15/17
20/8/13,Won ,Jakiro,29:53:00,3/1/17
20/8/13,Won ,Lina,29:45:00,10/1/09
19/8/13,Lost,Jakiro,32:09:00,4/9/06
19/8/13,Lost,Bounty Hunter,46:48:00,6/9/12
19/8/13,Won ,Pugna,34:30:00,9/4/14
19/8/13,Lost,Clockwerk,57:23:00,3/7/21
18/8/13,Lost,Bounty Hunter,29:19:00,4/8/03
18/8/13,Lost,Lone Druid,36:48:00,4/5/09
18/8/13,Won ,Beastmaster,36:19:00,4/2/09
18/8/13,Won ,Mirana,43:51:00,2/3/15
17/8/13,Lost,Shadow Demon,53:28:00,5/11/22
17/8/13,Lost,Pudge,37:03:00,6/10/08
17/8/13,Won ,Rubick,57:27:00,8/7/14
16/8/13,Lost,Anti-Mage,32:58:00,2/5/02
16/8/13,Won ,Jakiro,40:32:00,4/9/16
15/8/13,Won ,Bounty Hunter,11:45,1/0/2
15/8/13,Lost,Clockwerk,41:05:00,3/12/11
15/8/13,Lost,Windranger,36:12:00,5/7/09
15/8/13,Lost,Dark Seer,1:03:01,3/6/16
13/8/13,Won ,Lone Druid,49:21:00,8/3/10
13/8/13,Won ,Lone Druid,49:01:00,15/3/15
13/8/13,Won ,Bounty Hunter,37:03:00,18/7/12
13/8/13,Won ,Batrider,10:15,0/0/0
13/8/13,Lost,Lone Druid,35:25:00,3/7/09
13/8/13,Won ,Rubick,37:27:00,0/4/6
13/8/13,Won ,Lone Druid,38:49:00,5/4/15
11/8/13,Won ,Lone Druid,33:42:00,13/1/14
11/8/13,Won ,Bounty Hunter,35:46:00,10/6/06
9/8/13,Won ,Lone Druid,46:49:00,19/4/14
6/8/13,Lost,Lone Druid,17:04,0/4/0
3/8/13,Won ,Lone Druid,40:22:00,5/2/12
3/8/13,Won ,Rubick,46:25:00,7/6/23
18/5/13,Lost,Slark,37:03:00,5/10/11
18/5/13,Lost,Keeper of the Light,47:52:00,1/13/6
18/5/13,Lost,Rubick,58:25:00,4/7/18
4/5/13,Lost,Meepo,36:54:00,1/13/6
4/5/13,Won ,Rubick,47:24:00,7/6/26
3/1/16,Lost,Bristleback,38:44:00,6/11/09
3/5/13,Lost,Io,58:56:00,6/6/17
3/5/13,Won ,Rubick,45:59:00,4/11/15
1/5/13,Lost,Kunkka,1:08:28,9/14/13
1/5/13,Won ,Io,38:52:00,8/6/21
1/5/13,Lost,Omniknight,50:07:00,8/4/07
30/4/13,Lost,Kunkka,39:43:00,18/7/09
30/4/13,Won ,Clinkz,44:08:00,26/2/12
25/4/13,Won ,Tinker,40:30:00,14/0/18
25/4/13,Won ,Magnus,52:11:00,4/8/28
24/4/13,Won ,Tinker,32:06:00,18/1/10
24/4/13,Won ,Zeus,1:00:25,16/5/40
24/4/13,Won ,Jakiro,37:22:00,8/3/16
23/4/13,Won ,Tinker,43:11:00,7/8/31
23/4/13,Won ,Luna,40:48:00,11/4/10
23/4/13,Won ,Viper,1:05:32,25/6/12
23/4/13,Won ,Nature's Prophet,46:17:00,5/4/19
23/4/13,Won ,Pugna,42:10:00,14/5/19
23/4/13,Won ,Timbersaw,28:49:00,9/3/17
23/4/13,Won ,Timbersaw,27:54:00,4/4/33
22/4/13,Won ,Axe,13:50,1/0/5
22/4/13,Won ,Nature's Prophet,41:21:00,5/3/13
22/4/13,Won ,Alchemist,38:21:00,1/3/22
22/4/13,Won ,Bristleback,29:12:00,1/6/19
27/3/16,Won ,Puck,32:49:00,9/1/22
27/3/16,Won ,Anti-Mage,42:13:00,11/0/7
26/3/16,Lost,Ember Spirit,1:05:55,12/9/17
26/3/16,Won ,Puck,46:21:00,13/3/23
26/3/16,Won ,Jakiro,31:22:00,2/1/14
26/3/16,Won ,Shadow Fiend,36:12:00,15/1/13
26/3/16,Won ,Phoenix,1:19:36,12/11/26
26/3/16,Lost,Phoenix,45:28:00,9/10/24
25/3/16,Won ,Shadow Fiend,38:54:00,6/3/12
25/3/16,Won ,Templar Assassin,41:41:00,19/3/14
25/3/16,Lost,Zeus,50:57:00,7/6/27
25/3/16,Lost,Lone Druid,6:03,1/1/01
25/3/16,Lost,Templar Assassin,36:06:00,10/9/04
24/3/16,Lost,Sven,38:40:00,14/5/06
24/3/16,Lost,Windranger,36:29:00,5/6/11
24/3/16,Won ,Shadow Fiend,46:54:00,13/5/18
24/3/16,Won ,Shadow Fiend,34:06:00,12/5/10
24/3/16,Won ,Sven,48:18:00,20/4/12
20/3/16,Won ,Sven,34:01:00,7/3/12
20/3/16,Won ,Shadow Fiend,44:20:00,8/3/17
18/3/16,Lost,Sven,44:18:00,8/8/09
17/3/16,Won ,Lone Druid,42:53:00,11/4/17
16/3/16,Lost,Lone Druid,50:50:00,7/6/14
15/3/16,Won ,Lone Druid,34:15:00,6/4/12
15/3/16,Lost,Lone Druid,36:24:00,14/4/03
14/3/16,Lost,Lone Druid,33:04:00,11/8/04
14/3/16,Won ,Ember Spirit,20:59,2/3/13
13/3/16,Won ,Shadow Fiend,50:04:00,17/8/21
13/3/16,Lost,Slardar,32:08:00,5/9/15
13/3/16,Lost,Sven,25:28:00,3/6/02
13/3/16,Lost,Anti-Mage,41:20:00,10/5/06
13/3/16,Won ,Chaos Knight,33:44:00,7/2/10
13/3/16,Won ,Phoenix,28:47:00,6/2/04
12/3/16,Won ,Windranger,45:50:00,8/7/18
12/3/16,Lost,Shadow Fiend,1:00:13,17/9/20
12/3/16,Won ,Shadow Fiend,1:11:53,14/18/16
